"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*";"Identyfikator dostawcy";"Indeks";"kod EAN13";"Kod kreskowy UPC";"MPN";"Koszt własny";"Wpływ na cenę";"Podatek ekologiczny";"Ilość"
10;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";38
10;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";11
11;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";12
11;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";33
11;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";27
11;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";29
11;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";15
11;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";26
11;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";16
11;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";43
12;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";45
12;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";42
12;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
12;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";31
12;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
12;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";49
12;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";45
13;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";18
13;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";27
13;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";23
13;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";49
13;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";24
13;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";41
14;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";36
14;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";17
14;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";17
14;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";21
14;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";23
14;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";20
14;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";39
15;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";34
15;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";38
15;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";41
15;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";14
15;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";35
15;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";35
15;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
15;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
15;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";39
15;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";34
15;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";18
15;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";47
16;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";29
16;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";30
16;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";40
16;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";17
16;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";36
16;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";41
16;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
16;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";40
16;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";50
16;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";12
16;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";23
16;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";22
17;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";19
17;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";45
17;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";13
17;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";18
17;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";29
17;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";35
18;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";48
18;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";35
18;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";21
18;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";42
18;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";47
18;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";21
18;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
19;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";22
19;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";46
19;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";14
19;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";29
19;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
19;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";18
19;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";21
20;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";30
20;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";31
20;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";24
20;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";48
20;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";30
21;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";28
21;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";46
21;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";22
21;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";46
21;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";29
21;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";44
21;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";24
22;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";31
22;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";33
22;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";41
22;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";36
22;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";49
22;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";43
22;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";19
23;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";32
23;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";35
23;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";33
23;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";49
23;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";23
23;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";18
24;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";10
24;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";34
24;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";23
24;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";41
24;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";40
24;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";28
25;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";15
25;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";34
25;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";10
25;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";25
25;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
25;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";37
25;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";42
26;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";38
26;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";42
26;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";50
26;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";26
26;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";41
26;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";25
27;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";39
27;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";33
27;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";38
27;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";32
27;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";16
27;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";20
27;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";42
28;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";26
28;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";47
28;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";23
28;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";44
28;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";29
28;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";39
29;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";48
29;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";10
29;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";14
29;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
29;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";33
29;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";28
30;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";46
30;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";40
30;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";45
30;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";47
30;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";19
30;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";15
30;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";39
30;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";37
30;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";32
30;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";23
30;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";18
30;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";28
31;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";22
31;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";14
31;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";11
31;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";29
31;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";48
31;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";11
31;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";17
31;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";16
32;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";42
32;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";33
32;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";34
32;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";47
32;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";17
32;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";14
33;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";49
33;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";22
33;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";32
33;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
33;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";22
34;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";33
34;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";39
34;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";45
34;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";17
34;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";48
34;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";45
34;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";44
34;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";21
34;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";41
34;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";29
34;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";43
34;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";41
35;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";45
35;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";39
35;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";11
35;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";50
35;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";31
35;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";29
36;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";21
36;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";40
36;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";49
36;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";40
36;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";23
36;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";41
36;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";42
36;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";50
36;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";47
36;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";15
36;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";11
36;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";27
37;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";22
37;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";32
37;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";49
37;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";31
37;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";42
37;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";36
37;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";22
37;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";47
37;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";39
37;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";10
37;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";48
37;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";39
38;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";21
38;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";35
38;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";14
38;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";15
38;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";28
38;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";26
38;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
38;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";20
38;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";45
38;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";39
38;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";30
38;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";31
39;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";39
39;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";22
39;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";28
39;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";20
39;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
39;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
39;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";13
39;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";47
39;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";20
39;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";29
39;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";32
39;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";26
40;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";26
40;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";30
40;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";43
40;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";38
40;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";37
40;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";35
40;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";48
41;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";21
41;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";25
41;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
41;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";45
41;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";32
41;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";37
42;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";37
42;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";35
42;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";24
42;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";10
42;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";32
43;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";32
43;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";16
43;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";30
43;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";42
43;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";35
44;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";46
44;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";50
44;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";19
44;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";17
44;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";48
45;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";42
45;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";36
45;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";48
45;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";19
45;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";17
46;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";43
46;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";41
46;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";11
46;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";35
46;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";14
47;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";20
47;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";46
47;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";29
47;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";17
48;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";13
48;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";21
48;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";21
48;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";36
49;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";25
49;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";43
49;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";18
49;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";41
49;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";35
50;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";33
50;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";19
50;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";12
50;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";38
50;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";46
51;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";25
51;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";39
51;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";17
51;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";15
51;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";32
52;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";11
52;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";23
52;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";12
52;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";50
52;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";10
53;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";45
53;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";10
53;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";49
53;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";22
53;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";44
54;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";44
54;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";33
