"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*";"Identyfikator dostawcy";"Indeks";"kod EAN13";"Kod kreskowy UPC";"MPN";"Koszt własny";"Wpływ na cenę";"Podatek ekologiczny";"Ilość"
26;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";40
26;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";44
26;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
26;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";13
26;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";32
26;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";26
27;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";25
27;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";35
27;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";32
27;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";43
27;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";34
27;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";22
27;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";19
28;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";17
28;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";41
28;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";31
28;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";11
28;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";22
28;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
29;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";21
29;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";10
29;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";48
29;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";32
29;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";33
29;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";15
30;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";14
30;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";49
30;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";41
30;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";39
30;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";25
30;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";43
30;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";41
30;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
30;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";12
30;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";40
30;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";30
30;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";45
31;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";11
31;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";12
31;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";40
31;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";36
31;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
31;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";43
31;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";28
31;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";39
32;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";24
32;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";11
32;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";14
32;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
32;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";29
32;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";10
33;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";26
33;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";38
33;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";34
33;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";16
33;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";15
34;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";38
34;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";30
34;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";17
34;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";21
34;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";25
34;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";30
34;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";42
34;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";32
34;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";26
34;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";29
34;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";37
34;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";30
35;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";31
35;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";21
35;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";23
35;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";35
35;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";30
35;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";21
36;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";23
36;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";30
36;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";27
36;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";24
36;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";33
36;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";10
36;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";31
36;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";48
36;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";45
36;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";46
36;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";43
36;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";25
37;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";19
37;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";20
37;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";17
37;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";13
37;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";21
37;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";41
37;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";23
37;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";20
37;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";36
37;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";37
37;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";42
37;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";24
38;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";13
38;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";48
38;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";35
38;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";30
38;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";11
38;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";26
38;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";46
38;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
38;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";49
38;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";34
38;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";14
38;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";50
39;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";21
39;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";35
39;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";17
39;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";24
39;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";14
39;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";33
39;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";40
39;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";31
39;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";50
39;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";41
39;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";35
39;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";27
40;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";44
40;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";30
40;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";11
40;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";19
40;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";42
40;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";45
40;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";41
41;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";47
41;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";32
41;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
41;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";45
41;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
41;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";44
42;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";32
42;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";17
42;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";31
42;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";41
42;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";28
43;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";28
43;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";33
43;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";30
43;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";25
43;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";33
44;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";22
44;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";40
44;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";13
44;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";23
44;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";50
45;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";20
45;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";50
45;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";46
45;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";29
45;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";10
46;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";49
46;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";42
46;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";45
46;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";24
46;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";38
47;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";21
47;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";21
47;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";47
47;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";17
48;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";36
48;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";20
48;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";11
48;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";15
49;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";33
49;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";20
49;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";38
49;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";12
49;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";33
50;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";30
50;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";25
50;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";42
50;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";19
50;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";24
51;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";32
51;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";41
51;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";36
51;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";26
51;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";32
52;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";48
52;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";40
52;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";10
52;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";48
52;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";12
53;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";47
53;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";13
53;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";16
53;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";45
53;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";35
54;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";34
54;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";32
