"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*";"Identyfikator dostawcy";"Indeks";"kod EAN13";"Kod kreskowy UPC";"MPN";"Koszt własny";"Wpływ na cenę";"Podatek ekologiczny";"Ilość"
13;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";11
13;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";48
14;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";21
14;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";13
14;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";32
14;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";44
14;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";32
14;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";48
14;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";44
15;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";10
15;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";29
15;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";19
15;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";42
15;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";36
15;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";37
15;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";11
15;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";38
15;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";18
15;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";39
15;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";27
15;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";37
16;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";34
16;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";42
16;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";49
16;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";37
16;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";33
16;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";13
16;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";40
16;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";30
16;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";26
16;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";29
16;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";46
16;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";34
17;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";43
17;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";11
17;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";32
17;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";31
17;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";49
17;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";48
18;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";22
18;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";50
18;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";19
18;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";48
18;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";13
18;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";21
18;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";45
19;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";20
19;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";16
19;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";46
19;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";27
19;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";29
19;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";21
19;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";45
20;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";16
20;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";36
20;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
20;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";34
20;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";41
21;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";28
21;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";32
21;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";33
21;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
21;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";12
21;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";18
21;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";36
22;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";46
22;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";45
22;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";24
22;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";32
22;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";30
22;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";28
22;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";36
23;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";40
23;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";42
23;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";28
23;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";40
23;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";42
23;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";24
24;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";24
24;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";49
24;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";10
24;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";31
24;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";43
24;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";11
25;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";22
25;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";19
25;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";30
25;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";33
25;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
25;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";47
25;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";32
26;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";13
26;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";48
26;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
26;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";44
26;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
26;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";47
27;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";27
27;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";35
27;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";24
27;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
27;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";45
27;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";26
27;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";38
28;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";10
28;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";47
28;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";45
28;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";10
28;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";33
28;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";21
29;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";23
29;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";30
29;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";22
29;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";11
29;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";30
29;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";12
30;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";48
30;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";16
30;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";40
30;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";35
30;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";27
30;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";25
30;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";22
30;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";17
30;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";30
30;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";37
30;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";32
30;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";22
31;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";20
31;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";48
31;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";40
31;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";50
31;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";26
31;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
31;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";14
31;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";15
32;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";14
32;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";20
32;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";23
32;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";19
32;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";31
32;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";48
33;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";13
33;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";32
33;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";46
33;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";28
33;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";15
34;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";15
34;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";23
34;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";12
34;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";12
34;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";40
34;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";49
34;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";16
34;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";16
34;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";18
34;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";19
34;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";21
34;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";12
35;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";12
35;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";50
35;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";43
35;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";41
35;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";14
35;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";42
36;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";17
36;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";46
36;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";19
36;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";16
36;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";39
36;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";12
36;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";27
36;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";17
36;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";49
36;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";40
36;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";46
36;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";17
37;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";12
37;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";42
37;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";17
37;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";30
37;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";28
37;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";26
37;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";30
37;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";10
37;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";44
37;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";25
37;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";14
37;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";28
38;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";49
38;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";21
38;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";42
38;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";30
38;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";20
38;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";45
38;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";24
38;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";40
38;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";14
38;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";34
38;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";48
38;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";16
39;"";"Rozmiar:select:1";"25";"";"";"";"";"";"";"";"";34
39;"";"Rozmiar:select:1";"27";"";"";"";"";"";"";"";"";29
39;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";14
39;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";31
39;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";37
39;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";13
39;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";39
39;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";38
39;"";"Rozmiar:select:1";"60";"";"";"";"";"";"";"";"";17
39;"";"Rozmiar:select:1";"98";"";"";"";"";"";"";"";"";45
39;"";"Rozmiar:select:1";"102";"";"";"";"";"";"";"";"";15
39;"";"Rozmiar:select:1";"106";"";"";"";"";"";"";"";"";48
40;"";"Rozmiar:select:1";"46";"";"";"";"";"";"";"";"";44
40;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";43
40;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";50
40;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";29
40;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";42
40;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";19
40;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";34
41;"";"Rozmiar:select:1";"48";"";"";"";"";"";"";"";"";39
41;"";"Rozmiar:select:1";"50";"";"";"";"";"";"";"";"";10
41;"";"Rozmiar:select:1";"52";"";"";"";"";"";"";"";"";30
41;"";"Rozmiar:select:1";"54";"";"";"";"";"";"";"";"";24
41;"";"Rozmiar:select:1";"56";"";"";"";"";"";"";"";"";25
41;"";"Rozmiar:select:1";"58";"";"";"";"";"";"";"";"";34
42;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";44
42;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";13
42;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";22
42;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";41
42;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";46
43;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";42
43;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";41
43;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";35
43;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";16
43;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";21
44;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";39
44;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";30
44;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";17
44;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";14
44;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";26
45;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";40
45;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";32
45;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";43
45;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";24
45;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";36
46;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";33
46;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";44
46;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";47
46;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";21
46;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";41
47;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";36
47;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";38
47;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";43
47;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";50
48;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";23
48;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";29
48;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";13
48;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";49
49;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";13
49;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";10
49;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";25
49;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";29
49;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";36
50;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";20
50;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";22
50;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";33
50;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";10
50;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";39
51;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";29
51;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";42
51;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";41
51;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";44
51;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";10
52;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";46
52;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";47
52;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";34
52;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";34
52;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";18
53;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";17
53;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";29
53;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";49
53;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";15
53;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";27
54;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";41
54;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";19
